analysisWdid,analysisStructure,priorityWdid,priorityStructure,sumWtdCount,analysisStreamMile,analysisNetAbs,analysisWaterDistrict,priorityStreamMile,priorityNetAbs,priorityWaterDistrict
3703536,MIN LAKE BENCH LAKE NO 1,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.0,9.0,37,45.59,520.0,36
3802011,MIN FLOW N FK CRYSTAL R,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,20.0,38,53.09,940.28,72
5003652,COLBURN RESERVOIR,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,16.0,50,53.09,940.28,72
4503606,DILLMAN DITCH FISH POND,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,4.8,45,53.09,940.28,72
7204097,SCHORN RESERVOIR NO 10,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,5.0,72,53.09,940.28,72
3803553,ASPEN VALLEY RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,5.0,38,15.77,209199.0,36
3703786,GRAHAM POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,0.13,37,15.77,209199.0,36
5303598,YARMONY LODGE POND A,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,6.55,53,15.77,209199.0,36
5303599,YARMONY LODGE POND B,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,1.78,53,15.77,209199.0,36
5303600,YARMONY LODGE POND C,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,3.01,53,15.77,209199.0,36
3903505,GRASS VALLEY RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,6989.2,39,45.59,520.0,36
5003653,COLBURN RESERVOIR NO 2,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,23.0,50,53.09,940.28,72
3703786,GRAHAM POND NO 2,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,0.13,37,53.09,940.28,72
5003652,COLBURN RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.0,16.0,50,45.59,520.0,36
3703536,MIN LAKE BENCH LAKE NO 1,5300584,SHOSHONE POWER PLANT,17.333,0.0,9.0,37,147.54,1408.0,53
3802010,MIN FLOW S FK CRYSTAL R,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,17.0,38,53.09,940.28,72
5003653,COLBURN RESERVOIR NO 2,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.0,23.0,50,45.59,520.0,36
5303599,YARMONY LODGE POND B,5300584,SHOSHONE POWER PLANT,17.333,0.0,1.78,53,147.54,1408.0,53
3803592,BAILEY POND NO 1,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,0.55,38,45.59,520.0,36
3903942,MOORES IRRIGATION POND,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,0.125,39,45.59,520.0,36
3803635,MARTIN POND,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,0.1,38,53.09,940.28,72
5104018,KOVACS POND NO 1,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.0,0.65,51,45.59,520.0,36
5104019,KOVACS POND NO 2,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.0,1.05,51,45.59,520.0,36
3803936,PAN AND FORK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,0.5,38,15.77,209199.0,36
7204097,SCHORN RESERVOIR NO 10,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,5.0,72,45.59,520.0,36
5303600,YARMONY LODGE POND C,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,3.01,53,53.09,940.28,72
5303599,YARMONY LODGE POND B,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,1.78,53,53.09,940.28,72
3803594,BAILEY POND NO 3,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,1.0,38,15.77,209199.0,36
3803593,BAILEY POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,1.0,38,15.77,209199.0,36
3803592,BAILEY POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,0.55,38,15.77,209199.0,36
3903558,LAFRENZ POND,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,1.75,39,53.09,940.28,72
5103526,CORRAL CREEK WETLAND NO1,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,26.8,51,53.09,940.28,72
3802010,MIN FLOW S FK CRYSTAL R,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,17.0,38,45.59,520.0,36
3803936,PAN AND FORK RESERVOIR,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,0.5,38,53.09,940.28,72
3703536,MIN LAKE BENCH LAKE NO 1,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,9.0,37,15.77,209199.0,36
3802011,MIN FLOW N FK CRYSTAL R,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,20.0,38,45.59,520.0,36
3903942,MOORES IRRIGATION POND,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,0.125,39,53.09,940.28,72
5003652,COLBURN RESERVOIR,5300584,SHOSHONE POWER PLANT,17.333,0.0,16.0,50,147.54,1408.0,53
3903505,GRASS VALLEY RESERVOIR,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,6989.2,39,53.09,940.28,72
5303598,YARMONY LODGE POND A,5300584,SHOSHONE POWER PLANT,17.333,0.0,6.55,53,147.54,1408.0,53
3903998,HILMES POND,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,1.0,39,53.09,940.28,72
3803553,ASPEN VALLEY RANCH POND,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,5.0,38,53.09,940.28,72
3803635,MARTIN POND,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,0.1,38,15.77,209199.0,36
5103526,CORRAL CREEK WETLAND NO1,5300584,SHOSHONE POWER PLANT,17.333,0.0,26.8,51,147.54,1408.0,53
5104019,KOVACS POND NO 2,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,1.05,51,53.09,940.28,72
3703536,MIN LAKE BENCH LAKE NO 1,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,9.0,37,53.09,940.28,72
7204097,SCHORN RESERVOIR NO 10,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,5.0,72,15.77,209199.0,36
5104018,KOVACS POND NO 1,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,0.65,51,53.09,940.28,72
5303598,YARMONY LODGE POND A,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,6.55,53,53.09,940.28,72
3803936,PAN AND FORK RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,0.5,38,45.59,520.0,36
3703786,GRAHAM POND NO 2,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.0,0.13,37,45.59,520.0,36
3803592,BAILEY POND NO 1,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,0.55,38,53.09,940.28,72
5003646,MARTIN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,38.062,0.0,216.15,50,15.77,209199.0,36
5303598,YARMONY LODGE POND A,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.0,6.55,53,45.59,520.0,36
5303599,YARMONY LODGE POND B,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.0,1.78,53,45.59,520.0,36
5303600,YARMONY LODGE POND C,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.0,3.01,53,45.59,520.0,36
3802011,MIN FLOW N FK CRYSTAL R,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,20.0,38,15.77,209199.0,36
3900672,THOMPKINS DITCH,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,21.0,39,15.77,209199.0,36
3804146,BRITVAR POND,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,0.23,38,45.59,520.0,36
3804137,OGARA POND,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,2.0,38,53.09,940.28,72
3703786,GRAHAM POND NO 2,5300584,SHOSHONE POWER PLANT,17.333,0.0,0.13,37,147.54,1408.0,53
4503606,DILLMAN DITCH FISH POND,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,4.8,45,15.77,209199.0,36
3803593,BAILEY POND NO 2,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,1.0,38,53.09,940.28,72
5003652,COLBURN RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,16.0,50,15.77,209199.0,36
5104018,KOVACS POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,0.65,51,15.77,209199.0,36
3804137,OGARA POND,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,2.0,38,15.77,209199.0,36
3804146,BRITVAR POND,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,0.23,38,15.77,209199.0,36
5104019,KOVACS POND NO 2,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,1.05,51,15.77,209199.0,36
5104018,KOVACS POND NO 1,5300584,SHOSHONE POWER PLANT,17.333,0.0,0.65,51,147.54,1408.0,53
3804146,BRITVAR POND,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,0.23,38,53.09,940.28,72
5103526,CORRAL CREEK WETLAND NO1,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.0,26.8,51,45.59,520.0,36
3804137,OGARA POND,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,2.0,38,45.59,520.0,36
5104019,KOVACS POND NO 2,5300584,SHOSHONE POWER PLANT,17.333,0.0,1.05,51,147.54,1408.0,53
5003653,COLBURN RESERVOIR NO 2,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,23.0,50,15.77,209199.0,36
3802010,MIN FLOW S FK CRYSTAL R,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,17.0,38,15.77,209199.0,36
3900672,THOMPKINS DITCH,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,21.0,39,53.09,940.28,72
3903558,LAFRENZ POND,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,1.75,39,15.77,209199.0,36
3803593,BAILEY POND NO 2,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,1.0,38,45.59,520.0,36
3803594,BAILEY POND NO 3,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,1.0,38,53.09,940.28,72
3903998,HILMES POND,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,1.0,39,15.77,209199.0,36
3803594,BAILEY POND NO 3,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,1.0,38,45.59,520.0,36
3903998,HILMES POND,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,1.0,39,45.59,520.0,36
5003653,COLBURN RESERVOIR NO 2,5300584,SHOSHONE POWER PLANT,17.333,0.0,23.0,50,147.54,1408.0,53
3803635,MARTIN POND,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,0.1,38,45.59,520.0,36
3803553,ASPEN VALLEY RANCH POND,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,5.0,38,45.59,520.0,36
5003646,MARTIN RESERVOIR,7200645,GRAND VALLEY CANAL,30.168000000000003,0.0,216.15,50,53.09,940.28,72
5303600,YARMONY LODGE POND C,5300584,SHOSHONE POWER PLANT,17.333,0.0,3.01,53,147.54,1408.0,53
5003646,MARTIN RESERVOIR,5300584,SHOSHONE POWER PLANT,34.666,0.0,216.15,50,147.54,1408.0,53
3903942,MOORES IRRIGATION POND,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,0.125,39,15.77,209199.0,36
3802114,MIN FLOW CRYSTAL R LOWER,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,100.0,38,45.59,520.0,36
3802114,MIN FLOW CRYSTAL R LOWER,7200645,GRAND VALLEY CANAL,15.084000000000001,0.0,100.0,38,53.09,940.28,72
4503606,DILLMAN DITCH FISH POND,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,4.8,45,45.59,520.0,36
5103526,CORRAL CREEK WETLAND NO1,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,26.8,51,15.77,209199.0,36
3903505,GRASS VALLEY RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,6989.2,39,15.77,209199.0,36
3802114,MIN FLOW CRYSTAL R LOWER,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.0,100.0,38,15.77,209199.0,36
5003646,MARTIN RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,34.334,0.0,216.15,50,45.59,520.0,36
3903558,LAFRENZ POND,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.0,1.75,39,45.59,520.0,36
3802077,MIN FLOW FRYINGPAN R LOW,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.01,110.0,38,45.59,520.0,36
3702056,MIN FLOW GORE CR LOWER,7200645,GRAND VALLEY CANAL,30.168000000000003,0.01,36.0,37,53.09,940.28,72
3802077,MIN FLOW FRYINGPAN R LOW,7200645,GRAND VALLEY CANAL,15.084000000000001,0.01,110.0,38,53.09,940.28,72
3702056,MIN FLOW GORE CR LOWER,5300584,SHOSHONE POWER PLANT,34.666,0.01,36.0,37,147.54,1408.0,53
3802000,MIN FLOW HUNTER CR LOWER,3604684,BLUE RIVER DIVERSION PROJECT,14.334000000000001,0.01,30.0,38,45.59,520.0,36
3702056,MIN FLOW GORE CR LOWER,3604684,BLUE RIVER DIVERSION PROJECT,34.334,0.01,36.0,37,45.59,520.0,36
3802000,MIN FLOW HUNTER CR LOWER,7200645,GRAND VALLEY CANAL,30.168000000000003,0.01,30.0,38,53.09,940.28,72
3802077,MIN FLOW FRYINGPAN R LOW,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.01,110.0,38,15.77,209199.0,36
3802000,MIN FLOW HUNTER CR LOWER,3603543,GREEN MOUNTAIN RESERVOIR,38.062,0.01,30.0,38,15.77,209199.0,36
3702056,MIN FLOW GORE CR LOWER,3603543,GREEN MOUNTAIN RESERVOIR,38.062,0.01,36.0,37,15.77,209199.0,36
3702018,MIN FLOW CROSS CR LOWER,7200645,GRAND VALLEY CANAL,15.084000000000001,0.02,20.0,37,53.09,940.28,72
5302007,MIN FLOW DEEP CREEK,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.02,14.0,53,45.59,520.0,36
5302006,MIN FLOW SWEETWATER CR,5300584,SHOSHONE POWER PLANT,17.333,0.02,18.0,53,147.54,1408.0,53
5302006,MIN FLOW SWEETWATER CR,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.02,18.0,53,15.77,209199.0,36
5302007,MIN FLOW DEEP CREEK,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.02,14.0,53,15.77,209199.0,36
3803832,JACOBSON LAKES & PONDS,7200645,GRAND VALLEY CANAL,15.084000000000001,0.02,204.0,38,53.09,940.28,72
5302007,MIN FLOW DEEP CREEK,5300584,SHOSHONE POWER PLANT,17.333,0.02,14.0,53,147.54,1408.0,53
3702018,MIN FLOW CROSS CR LOWER,5300584,SHOSHONE POWER PLANT,17.333,0.02,20.0,37,147.54,1408.0,53
5302007,MIN FLOW DEEP CREEK,7200645,GRAND VALLEY CANAL,15.084000000000001,0.02,14.0,53,53.09,940.28,72
3702018,MIN FLOW CROSS CR LOWER,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.02,20.0,37,15.77,209199.0,36
5302006,MIN FLOW SWEETWATER CR,7200645,GRAND VALLEY CANAL,15.084000000000001,0.02,18.0,53,53.09,940.28,72
5302006,MIN FLOW SWEETWATER CR,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.02,18.0,53,45.59,520.0,36
3803832,JACOBSON LAKES & PONDS,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.02,204.0,38,45.59,520.0,36
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.02,60.0,36,45.59,520.0,36
3803832,JACOBSON LAKES & PONDS,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.02,204.0,38,15.77,209199.0,36
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,5300584,SHOSHONE POWER PLANT,17.333,0.02,60.0,36,147.54,1408.0,53
3702018,MIN FLOW CROSS CR LOWER,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.02,20.0,37,45.59,520.0,36
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,7200645,GRAND VALLEY CANAL,15.084000000000001,0.02,60.0,36,53.09,940.28,72
3602049,MIN FLOW BLUE RIVER 11 - GMR TO COLORADO RIVER,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.02,60.0,36,15.77,209199.0,36
3802116,MIN FLOW AVALANCHE CREEK,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.03,22.0,38,45.59,520.0,36
3802116,MIN FLOW AVALANCHE CREEK,7200645,GRAND VALLEY CANAL,15.084000000000001,0.03,22.0,38,53.09,940.28,72
3802116,MIN FLOW AVALANCHE CREEK,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.03,22.0,38,15.77,209199.0,36
3803947,SPRUCE TREE FISH POND 2,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.04,0.9,38,45.59,520.0,36
3803947,SPRUCE TREE FISH POND 2,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.04,0.9,38,15.77,209199.0,36
3803947,SPRUCE TREE FISH POND 2,7200645,GRAND VALLEY CANAL,15.084000000000001,0.04,0.9,38,53.09,940.28,72
5303514,OLSON POND,7200645,GRAND VALLEY CANAL,15.084000000000001,0.05,2.0,53,53.09,940.28,72
5303514,OLSON POND,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.05,2.0,53,45.59,520.0,36
5303514,OLSON POND,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.05,2.0,53,15.77,209199.0,36
5303514,OLSON POND,5300584,SHOSHONE POWER PLANT,17.333,0.05,2.0,53,147.54,1408.0,53
3703782,ARROWHEAD WETLANDS,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.06,1.38,37,15.77,209199.0,36
3703782,ARROWHEAD WETLANDS,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.06,1.38,37,45.59,520.0,36
5104057,CORRAL CREEK POND,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.06,5.0,51,45.59,520.0,36
3805749,FOX RUN POND,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.06,0.5770000000000001,38,45.59,520.0,36
3703782,ARROWHEAD WETLANDS,7200645,GRAND VALLEY CANAL,15.084000000000001,0.06,1.38,37,53.09,940.28,72
5104057,CORRAL CREEK POND,7200645,GRAND VALLEY CANAL,15.084000000000001,0.06,5.0,51,53.09,940.28,72
5104057,CORRAL CREEK POND,5300584,SHOSHONE POWER PLANT,17.333,0.06,5.0,51,147.54,1408.0,53
3805749,FOX RUN POND,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.06,0.5770000000000001,38,15.77,209199.0,36
5104057,CORRAL CREEK POND,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.06,5.0,51,15.77,209199.0,36
3703782,ARROWHEAD WETLANDS,5300584,SHOSHONE POWER PLANT,17.333,0.06,1.38,37,147.54,1408.0,53
3805749,FOX RUN POND,7200645,GRAND VALLEY CANAL,15.084000000000001,0.06,0.5770000000000001,38,53.09,940.28,72
3803881,SPRUCE TREE FISH POND 1,7200645,GRAND VALLEY CANAL,15.084000000000001,0.08,5.0,38,53.09,940.28,72
3703792,ARROWHEAD PONDS,5300584,SHOSHONE POWER PLANT,17.333,0.08,2.4,37,147.54,1408.0,53
3603691,BENSON RANCH POND,3603543,GREEN MOUNTAIN RESERVOIR,352.0,0.08,3.0,36,15.77,209199.0,36
3703792,ARROWHEAD PONDS,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.08,2.4,37,15.77,209199.0,36
3803881,SPRUCE TREE FISH POND 1,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.08,5.0,38,45.59,520.0,36
3703792,ARROWHEAD PONDS,7200645,GRAND VALLEY CANAL,15.084000000000001,0.08,2.4,37,53.09,940.28,72
3803881,SPRUCE TREE FISH POND 1,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.08,5.0,38,15.77,209199.0,36
3703792,ARROWHEAD PONDS,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.08,2.4,37,45.59,520.0,36
3804404,BAR / X RANCH FATHERING POND NO 1 D,7200645,GRAND VALLEY CANAL,15.084000000000001,0.09,0.175,38,53.09,940.28,72
3804404,BAR / X RANCH FATHERING POND NO 1 D,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.09,0.175,38,15.77,209199.0,36
3804404,BAR / X RANCH FATHERING POND NO 1 D,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.09,0.175,38,45.59,520.0,36
3804251,AVR POND 3,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.1,2.5,38,45.59,520.0,36
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,5300584,SHOSHONE POWER PLANT,17.333,0.1,130.0,37,147.54,1408.0,53
3804251,AVR POND 3,7200645,GRAND VALLEY CANAL,15.084000000000001,0.1,2.5,38,53.09,940.28,72
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.1,130.0,37,45.59,520.0,36
3804251,AVR POND 3,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.1,2.5,38,15.77,209199.0,36
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,7200645,GRAND VALLEY CANAL,15.084000000000001,0.1,130.0,37,53.09,940.28,72
3702012,MIN FLOW EAGLE RIVER BRUSH CR TO COLO R,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.1,130.0,37,15.77,209199.0,36
3804327,THE RANCH @ W CR POND11,7200645,GRAND VALLEY CANAL,15.084000000000001,0.11,15.0,38,53.09,940.28,72
5103546,LURYE RESERVOIR,7200645,GRAND VALLEY CANAL,15.084000000000001,0.11,0.7,51,53.09,940.28,72
5103546,LURYE RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.11,0.7,51,15.77,209199.0,36
5103546,LURYE RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,17.167,0.11,0.7,51,45.59,520.0,36
5103546,LURYE RESERVOIR,5300584,SHOSHONE POWER PLANT,17.333,0.11,0.7,51,147.54,1408.0,53
3804327,THE RANCH @ W CR POND11,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.11,15.0,38,15.77,209199.0,36
3804327,THE RANCH @ W CR POND11,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.11,15.0,38,45.59,520.0,36
3803502,UNIFYING FIELDS POND # 3,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.13,0.156,38,15.77,209199.0,36
3803501,UNIFYING FIELDS POND # 2,7200645,GRAND VALLEY CANAL,15.084000000000001,0.13,0.825,38,53.09,940.28,72
3803590,MAROON CREEK DEVEL RES 4,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.13,10.4,38,45.59,520.0,36
3803589,MAROON CREEK DEVEL RES 3,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.13,7.8,38,45.59,520.0,36
3803588,MAROON CREEK DEVEL RES 2,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.13,2.7,38,45.59,520.0,36
3803501,UNIFYING FIELDS POND # 2,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.13,0.825,38,45.59,520.0,36
3803590,MAROON CREEK DEVEL RES 4,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.13,10.4,38,15.77,209199.0,36
3803587,MAROON CREEK DEVEL RES 1,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.13,6.5,38,45.59,520.0,36
3803954,CLARK RESERVOIR,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.13,0.44,38,15.77,209199.0,36
3803501,UNIFYING FIELDS POND # 2,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.13,0.825,38,15.77,209199.0,36
3803971,CLUB POND,7200645,GRAND VALLEY CANAL,15.084000000000001,0.13,6.9,38,53.09,940.28,72
3803588,MAROON CREEK DEVEL RES 2,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.13,2.7,38,15.77,209199.0,36
3803587,MAROON CREEK DEVEL RES 1,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.13,6.5,38,15.77,209199.0,36
3803954,CLARK RESERVOIR,7200645,GRAND VALLEY CANAL,15.084000000000001,0.13,0.44,38,53.09,940.28,72
3803971,CLUB POND,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.13,6.9,38,15.77,209199.0,36
3803589,MAROON CREEK DEVEL RES 3,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.13,7.8,38,15.77,209199.0,36
3803502,UNIFYING FIELDS POND # 3,7200645,GRAND VALLEY CANAL,15.084000000000001,0.13,0.156,38,53.09,940.28,72
3803502,UNIFYING FIELDS POND # 3,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.13,0.156,38,45.59,520.0,36
3803588,MAROON CREEK DEVEL RES 2,7200645,GRAND VALLEY CANAL,15.084000000000001,0.13,2.7,38,53.09,940.28,72
3803954,CLARK RESERVOIR,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.13,0.44,38,45.59,520.0,36
3803589,MAROON CREEK DEVEL RES 3,7200645,GRAND VALLEY CANAL,15.084000000000001,0.13,7.8,38,53.09,940.28,72
3803590,MAROON CREEK DEVEL RES 4,7200645,GRAND VALLEY CANAL,15.084000000000001,0.13,10.4,38,53.09,940.28,72
3803971,CLUB POND,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.13,6.9,38,45.59,520.0,36
3803587,MAROON CREEK DEVEL RES 1,7200645,GRAND VALLEY CANAL,15.084000000000001,0.13,6.5,38,53.09,940.28,72
3800606,COLLINS CREEK DITCH,7200645,GRAND VALLEY CANAL,15.084000000000001,0.14,16.64,38,53.09,940.28,72
3804311,JMAR POND SYSTEM,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.15,0.1,38,45.59,520.0,36
3804311,JMAR POND SYSTEM,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.15,0.1,38,15.77,209199.0,36
3804311,JMAR POND SYSTEM,7200645,GRAND VALLEY CANAL,15.084000000000001,0.15,0.1,38,53.09,940.28,72
3804250,AVR POND 2,7200645,GRAND VALLEY CANAL,15.084000000000001,0.15,0.3,38,53.09,940.28,72
3804212,BLACKACRE POND NO 1,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.15,0.54,38,15.77,209199.0,36
3804250,AVR POND 2,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.15,0.3,38,45.59,520.0,36
3804212,BLACKACRE POND NO 1,3604684,BLUE RIVER DIVERSION PROJECT,7.167000000000001,0.15,0.54,38,45.59,520.0,36
3804212,BLACKACRE POND NO 1,7200645,GRAND VALLEY CANAL,15.084000000000001,0.15,0.54,38,53.09,940.28,72
3804250,AVR POND 2,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.15,0.3,38,15.77,209199.0,36
3803690,KUHNE POND,3603543,GREEN MOUNTAIN RESERVOIR,19.031,0.16,0.025,38,15.77,209199.0,36
