,analysisDate,analysisWdid,analysisStructureName,analysisWrAdminNo,analysisOutOfPriorityPercentOfDay,division,callType,dateTimeSet,dateTimeReleased,waterSourceName,locationWdid,locationStructure,locationWdidStreamMile,priorityWdid,priorityStructure,priorityAdminNo,priorityOrderNo,priorityDate,priorityNo,boundingWdid,boundingStructureName,setComments,releaseComment
256,2000-09-05T00:00:00.0000000,3603542,GOOSE PASTURE TARN,11146.00000,0.0,5,CALL,2000-08-28T12:00:00.0000000,2000-09-08T11:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5300584,SHOSHONE POWER PLANT,33023.28989,0,1940-05-31T00:00:00.0000000,328,,,,
633,2000-09-05T00:00:00.0000000,3601044,BRECKENRIDGE SKI AREA PUMP PLANT & PIPELINE,11146.00000,0.0,5,CALL,2000-08-28T12:00:00.0000000,2000-09-08T11:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5300584,SHOSHONE POWER PLANT,33023.28989,0,1940-05-31T00:00:00.0000000,328,,,,
1010,2000-09-05T00:00:00.0000000,5100699,HAMMOND NO 1 DITCH,12053.00000,0.0,5,CALL,2000-08-28T12:00:00.0000000,2000-09-08T11:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5300584,SHOSHONE POWER PLANT,33023.28989,0,1940-05-31T00:00:00.0000000,328,,,,
1387,2000-09-05T00:00:00.0000000,5000653,TOM ENNIS DITCH,12174.00000,0.0,5,CALL,2000-08-28T12:00:00.0000000,2000-09-08T11:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5300584,SHOSHONE POWER PLANT,33023.28989,0,1940-05-31T00:00:00.0000000,328,,,,
1764,2000-09-05T00:00:00.0000000,5300555,DERBY DITCH,12659.00000,0.0,5,CALL,2000-08-28T12:00:00.0000000,2000-09-08T11:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5300584,SHOSHONE POWER PLANT,33023.28989,0,1940-05-31T00:00:00.0000000,328,,,,
2141,2000-09-05T00:00:00.0000000,5000574,HARDSCRABBLE DITCH,12950.00000,0.0,5,CALL,2000-08-28T12:00:00.0000000,2000-09-08T11:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5300584,SHOSHONE POWER PLANT,33023.28989,0,1940-05-31T00:00:00.0000000,328,,,,
2518,2000-09-05T00:00:00.0000000,3603599,SAWMILL RESERVOIR,13027.00000,0.0,5,CALL,2000-08-28T12:00:00.0000000,2000-09-08T11:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5300584,SHOSHONE POWER PLANT,33023.28989,0,1940-05-31T00:00:00.0000000,328,,,,
2895,2000-09-05T00:00:00.0000000,3600964,BRECKENRIDGE RESERVOIR NO 1 FEEDER DITCH,13027.00000,0.0,5,CALL,2000-08-28T12:00:00.0000000,2000-09-08T11:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5300584,SHOSHONE POWER PLANT,33023.28989,0,1940-05-31T00:00:00.0000000,328,,,,
3272,2000-09-05T00:00:00.0000000,3600964,BRECKENRIDGE RESERVOIR NO 1 FEEDER DITCH,13027.00000,0.0,5,CALL,2000-08-28T12:00:00.0000000,2000-09-08T11:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5300584,SHOSHONE POWER PLANT,33023.28989,0,1940-05-31T00:00:00.0000000,328,,,,
3649,2000-09-05T00:00:00.0000000,3600963,BRECKENRIDGE RESERVOIR NO 2 FEEDER DITCH,13027.00000,0.0,5,CALL,2000-08-28T12:00:00.0000000,2000-09-08T11:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5300584,SHOSHONE POWER PLANT,33023.28989,0,1940-05-31T00:00:00.0000000,328,,,,
4026,2000-09-05T00:00:00.0000000,3600963,BRECKENRIDGE RESERVOIR NO 2 FEEDER DITCH,13027.00000,0.0,5,CALL,2000-08-28T12:00:00.0000000,2000-09-08T11:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5300584,SHOSHONE POWER PLANT,33023.28989,0,1940-05-31T00:00:00.0000000,328,,,,
4403,2000-09-05T00:00:00.0000000,5100704,HARBISON DITCH,13028.00000,0.0,5,CALL,2000-08-28T12:00:00.0000000,2000-09-08T11:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5300584,SHOSHONE POWER PLANT,33023.28989,0,1940-05-31T00:00:00.0000000,328,,,,
4780,2000-09-05T00:00:00.0000000,3603599,SAWMILL RESERVOIR,13087.00000,0.0,5,CALL,2000-08-28T12:00:00.0000000,2000-09-08T11:59:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5300584,SHOSHONE POWER PLANT,33023.28989,0,1940-05-31T00:00:00.0000000,328,,,,
