,analysisDate,analysisWdid,analysisStructureName,analysisWrAdminNo,analysisOutOfPriorityPercentOfDay,division,callType,dateTimeSet,dateTimeReleased,waterSourceName,locationWdid,locationStructure,locationWdidStreamMile,priorityWdid,priorityStructure,priorityAdminNo,priorityOrderNo,priorityDate,priorityNo,boundingWdid,boundingStructureName,setComments,releaseComment
8044,2001-04-29T00:00:00.0000000,3800757,HOME SUPPLY DITCH,13661.00000,0.0,,,,,,,,,,,,,,,,,,
8416,2001-04-29T00:00:00.0000000,3803747,THOMAS RESERVOIR,13700.00000,0.0,,,,,,,,,,,,,,,,,,
8786,2001-04-29T00:00:00.0000000,7200818,PALMER DITCH,13755.00000,0.0,,,,,,,,,,,,,,,,,,
9155,2001-04-29T00:00:00.0000000,7200784,MESA CREEK DITCH,13780.00000,0.0,,,,,,,,,,,,,,,,,,
9527,2001-04-29T00:00:00.0000000,5300591,GRAND RIVER L AND C CO D,13786.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
9904,2001-04-29T00:00:00.0000000,7200799,MORMON MESA DITCH,13891.00000,0.0,,,,,,,,,,,,,,,,,,
10275,2001-04-29T00:00:00.0000000,3803744,SPRING PARK RESERVOIR,13984.00000,0.0,,,,,,,,,,,,,,,,,,
10648,2001-04-29T00:00:00.0000000,3600800,SLATE CREEK DITCH,14093.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
11025,2001-04-29T00:00:00.0000000,7200938,WILDCAT DITCH (BIG CR),14102.00000,0.0,,,,,,,,,,,,,,,,,,
11394,2001-04-29T00:00:00.0000000,7200870,SILVER GAUGE DITCH,14102.00000,0.0,,,,,,,,,,,,,,,,,,
11763,2001-04-29T00:00:00.0000000,7200533,BERTHOLF LANHAM UPDIKE D,14122.00000,0.0,,,,,,,,,,,,,,,,,,
12134,2001-04-29T00:00:00.0000000,3900612,LOWER CACTUS VALLEY D,14147.00000,0.0,,,,,,,,,,,,,,,,,,
12506,2001-04-29T00:00:00.0000000,3801790,RED MOUNTAIN EXT DITCH,14211.00000,0.0,,,,,,,,,,,,,,,,,,
12879,2001-04-29T00:00:00.0000000,5000654,TROUBLESOME DITCH,14509.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
13259,2001-04-29T00:00:00.0000000,5300704,MIDDLE DERBY DITCH,14816.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
13639,2001-04-29T00:00:00.0000000,5104601,GRAND RIVER DITCH,14854.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
14019,2001-04-29T00:00:00.0000000,5100827,PEARL DITCH,15113.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
14398,2001-04-29T00:00:00.0000000,4503582,GANT RESERVOIR,15307.13991,0.0,,,,,,,,,,,,,,,,,,
14770,2001-04-29T00:00:00.0000000,4503587,VAUGHAN RESERVOIR,15414.00000,0.0,,,,,,,,,,,,,,,,,,
15142,2001-04-29T00:00:00.0000000,3900563,GRASS VALLEY CANAL,15458.13715,0.0,,,,,,,,,,,,,,,,,,
15514,2001-04-29T00:00:00.0000000,3801101,WILLOW CREEK DITCH,15514.15080,0.0,,,,,,,,,,,,,,,,,,
15886,2001-04-29T00:00:00.0000000,3800869,MIDLAND FLUME DITCH,15515.13104,0.0,,,,,,,,,,,,,,,,,,
16258,2001-04-29T00:00:00.0000000,3800869,MIDLAND FLUME DITCH,15515.14376,0.0,,,,,,,,,,,,,,,,,,
16630,2001-04-29T00:00:00.0000000,3903505,GRASS VALLEY RESERVOIR,15667.15066,0.0,,,,,,,,,,,,,,,,,,
17003,2001-04-29T00:00:00.0000000,5300800,SOUTH DERBY DITCH,15928.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
17383,2001-04-29T00:00:00.0000000,3600832,SUTTON NO 1 DITCH,16223.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
17762,2001-04-29T00:00:00.0000000,3900540,CORYELL JOINT STOCK IRRI,16241.15813,0.0,,,,,,,,,,,,,,,,,,
18135,2001-04-29T00:00:00.0000000,3703524,SYLVAN LAKE,16251.14832,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
18514,2001-04-29T00:00:00.0000000,4503576,BATTLEMENT NO 5 RES,16283.00000,0.0,,,,,,,,,,,,,,,,,,
18886,2001-04-29T00:00:00.0000000,4503575,BATTLEMENT NO 4 RES,16283.00000,0.0,,,,,,,,,,,,,,,,,,
19258,2001-04-29T00:00:00.0000000,4503574,BATTLEMENT NO 3 RES,16283.00000,0.0,,,,,,,,,,,,,,,,,,
19631,2001-04-29T00:00:00.0000000,5100584,COBERLY BROTHERS DITCH,16588.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
20011,2001-04-29T00:00:00.0000000,3603542,GOOSE PASTURE TARN,16954.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
20391,2001-04-29T00:00:00.0000000,3601044,BRECKENRIDGE SKI AREA PUMP PLANT & PIPELINE,16954.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
20771,2001-04-29T00:00:00.0000000,3703524,SYLVAN LAKE,18367.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
21151,2001-04-29T00:00:00.0000000,5000585,HOGBACK DITCH,18519.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
21531,2001-04-29T00:00:00.0000000,5100530,BIG SIX DITCH,18536.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
21908,2001-04-29T00:00:00.0000000,7200703,HOOSIER DITCH,18749.14154,0.0,,,,,,,,,,,,,,,,,,
22277,2001-04-29T00:00:00.0000000,7203904,BIG CREEK RESERVOIR NO 1,18749.15919,0.0,,,,,,,,,,,,,,,,,,
22646,2001-04-29T00:00:00.0000000,7203905,BIG CREEK RESERVOIR NO 3,18749.15950,0.0,,,,,,,,,,,,,,,,,,
23015,2001-04-29T00:00:00.0000000,7203906,BIG CREEK RESERVOIR NO 4,18749.15973,0.0,,,,,,,,,,,,,,,,,,
23384,2001-04-29T00:00:00.0000000,7203923,COTTONWOOD LAKES RES 1,18749.16276,0.0,,,,,,,,,,,,,,,,,,
23753,2001-04-29T00:00:00.0000000,7203907,BIG CREEK RESERVOIR NO 5,18749.16296,0.0,,,,,,,,,,,,,,,,,,
24122,2001-04-29T00:00:00.0000000,7203885,COON CREEK RES NO 3,18749.16649,0.0,,,,,,,,,,,,,,,,,,
24491,2001-04-29T00:00:00.0000000,7203925,COTTONWOOD LAKES RES 4,18749.17015,0.0,,,,,,,,,,,,,,,,,,
24860,2001-04-29T00:00:00.0000000,7203926,COTTONWOOD LAKES RES 5,18749.17380,0.0,,,,,,,,,,,,,,,,,,
25229,2001-04-29T00:00:00.0000000,7203909,BIG CREEK RESERVOIR NO 7,18749.17412,0.0,,,,,,,,,,,,,,,,,,
25598,2001-04-29T00:00:00.0000000,7203884,COON CREEK RES NO 2,18749.18415,0.0,,,,,,,,,,,,,,,,,,
25967,2001-04-29T00:00:00.0000000,7203883,COON CREEK RES NO 1,18749.18415,0.0,,,,,,,,,,,,,,,,,,
26339,2001-04-29T00:00:00.0000000,3600801,SMITH DITCH,18871.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
26719,2001-04-29T00:00:00.0000000,3600803,SMITH NO 2 DITCH,18940.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
27099,2001-04-29T00:00:00.0000000,5100848,RED TOP VALLEY DITCH,18941.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
27478,2001-04-29T00:00:00.0000000,3800720,GREEN MEADOW DITCH,18977.11832,0.0,,,,,,,,,,,,,,,,,,
27850,2001-04-29T00:00:00.0000000,3801095,WILLIAMS NO 1 D CAP CR,19145.11505,0.0,,,,,,,,,,,,,,,,,,
28222,2001-04-29T00:00:00.0000000,3900752,WILLCOX CANAL,19145.18871,0.0,,,,,,,,,,,,,,,,,,
28595,2001-04-29T00:00:00.0000000,5303995,STERNER RESERVOIR,19190.15156,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
28975,2001-04-29T00:00:00.0000000,5000585,HOGBACK DITCH,19267.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
29354,2001-04-29T00:00:00.0000000,3900638,PIERSON AND HARRIS DITCH,19306.17802,0.0,,,,,,,,,,,,,,,,,,
29726,2001-04-29T00:00:00.0000000,3800840,LOWLINE DITCH,19313.14878,0.0,,,,,,,,,,,,,,,,,,
30098,2001-04-29T00:00:00.0000000,3800651,EAST MESA DITCH,19313.16293,0.0,,,,,,,,,,,,,,,,,,
30471,2001-04-29T00:00:00.0000000,5100529,BIG LAKE DITCH,19394.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
30851,2001-04-29T00:00:00.0000000,5100948,WALDEN HOLLOW DITCH,19410.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
31231,2001-04-29T00:00:00.0000000,5303995,STERNER RESERVOIR,19437.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
31610,2001-04-29T00:00:00.0000000,5300585,GLENWOOD L WTR CO SYS/NO NAME,19573.13680,0.0,,,,,,,,,,,,,,,,,,
31983,2001-04-29T00:00:00.0000000,5000585,HOGBACK DITCH,19597.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
32363,2001-04-29T00:00:00.0000000,5100788,LYMAN DITCH,19635.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
32743,2001-04-29T00:00:00.0000000,5000585,HOGBACK DITCH,19650.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
33122,2001-04-29T00:00:00.0000000,3903506,HARRIS RESERVOIR,19720.19620,0.0,,,,,,,,,,,,,,,,,,
33494,2001-04-29T00:00:00.0000000,4500576,DIVIDE CREEK HIGHLINE D,19805.18387,0.0,,,,,,,,,,,,,,,,,,
33867,2001-04-29T00:00:00.0000000,5303993,ROBERTA RESERVOIR,19888.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
34247,2001-04-29T00:00:00.0000000,5300719,MCFARLAND AND CROSSAN D,19888.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
34627,2001-04-29T00:00:00.0000000,5100529,BIG LAKE DITCH,19967.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
35006,2001-04-29T00:00:00.0000000,3800981,SALVATION DITCH,20041.19206,0.0,,,,,,,,,,,,,,,,,,
35379,2001-04-29T00:00:00.0000000,5303986,MORRIS RESERVOIR,20041.19518,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
35758,2001-04-29T00:00:00.0000000,4500725,PORTER DITCH,20196.16192,0.0,,,,,,,,,,,,,,,,,,
36130,2001-04-29T00:00:00.0000000,7003589,BOLDT RESERVOIR,20198.13657,0.0,,,,,,,,,,,,,,,,,,
36502,2001-04-29T00:00:00.0000000,3803737,MCNULTY RESERVOIR N0 1,20239.16595,0.0,,,,,,,,,,,,,,,,,,
36874,2001-04-29T00:00:00.0000000,3801038,SWEET JESSUP CANAL,20239.19006,0.0,,,,,,,,,,,,,,,,,,
37246,2001-04-29T00:00:00.0000000,3800881,MOUNTAIN MEADOW DITCH,20242.19143,0.0,,,,,,,,,,,,,,,,,,
37619,2001-04-29T00:00:00.0000000,5300657,KAYSER DITCH,20314.19318,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
37999,2001-04-29T00:00:00.0000000,5103658,EBY RESERVOIR,20332.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
38379,2001-04-29T00:00:00.0000000,3603560,MONTEZUMA RESERVOIR,20333.00000,0.0,5,CALL,2001-04-27T08:30:00.0000000,2001-04-30T08:00:00.0000000,COLORADO RIVER,5300584,SHOSHONE POWER PLANT,147.54,5103709,WILLIAMS FORK RESERVOIR,31359.00000,0,1935-11-10T00:00:00.0000000,RES17,,,Bypass call from 5103709 - WILLIAMS FORK RESERVOIR,
